writing,phonetic,count
กฤตยฎีกา,krit̚˨˩.ta˨˩.ja˦˥.diː˧.kaː˧,1
กฤตยา,krit̚˨˩.ta˨˩.jaː˧,1
กฤติกา,kri˨˩.ti˨˩.kaː˧,1
กฤษฎา,krit̚˨˩.sa˨˩.daː˧,1
กฤษฎีกา,krit̚˨˩.sa˨˩.diː˧.kaː˧,1
กฤษณา,krit̚˨˩.sa˨˩.naː˩˩˦,1
กล,kon˧,2
กล,kon˧.la˦˥.,2
กลฉ้อฉล,kon˧.t͡ɕʰɔː˥˩.t͡ɕʰon˩˩˦,1
กลด,klot̚˨˩,1
กลบ,klop̚˨˩,1
กลบบัตร,klop̚˨˩.bat̚˨˩,1
กลบบัตรสุมเพลิง,klop̚˨˩.bat̚˨˩.sum˩˩˦.pʰlɤːŋ˧,1
กลบบาตร,klop̚˨˩.baːt̚˨˩,1
กลบบาตรสุมเพลิง,klop̚˨˩.baːt̚˨˩.sum˩˩˦.pʰlɤːŋ˧,1
กลม,klom˧,1
กลมกลืน,klom˧.klɯːn˧,1
กลมกล่อม,klom˧.klɔm˨˩,1
กลมเกลียว,klom˧.klia̯w˧,1
กลยุทธ์,kon˧.la˦˥.jut̚˦˥,1
กลวง,klua̯ŋ˧,1
กลวิธี,kon˧.la˦˥.wi˦˥.tʰiː˧,2
กลวิธี,kon˧.wi˦˥.tʰiː˧,2
กลศาสตร์,kon˧.la˦˥.saːt̚˨˩,1
กลอก,klɔːk̚˨˩,1
กลอง,klɔːŋ˧,1
กลองชุด,klɔːŋ˧.t͡ɕʰut̚˦˥,1
กลองตุ้ม,klɔːŋ˧.tum˥˩,1
กลองทัด,klɔːŋ˧.tʰat̚˦˥,1
กลองยาว,klɔːŋ˧.jaːw˧,1
กลองสองหน้า,klɔːŋ˧.sɔːŋ˩˩˦.naː˥˩,1
กลองแขก,klɔːŋ˧.kʰɛːk̚˨˩,1
กลอน,klɔːn˧,1
กลอุบาย,kon˧.ʔu˨˩.baːj˧,1
กลัด,klat̚˨˩,1
กลันตัน,klan˧.tan˧,1
กลับ,klap̚˨˩,1
กลับคืน,klap̚˨˩.kʰɯːn˧,1
กลับตัว,klap̚˨˩.tua̯˧,1
กลับตาลปัตร,klap̚˨˩.taː˧.la˦˥.pat̚˨˩,1
กลับบ้าน,klap̚˨˩.baːn˥˩,1
กลับบ้านเก่า,klap̚˨˩.baːn˥˩.kaw˨˩,1
กลับลำ,klap̚˨˩.lam˧,1
กลับหลังหัน,klap̚˨˩.laŋ˩˩˦.han˩˩˦,1
กลับเนื้อกลับตัว,klap̚˨˩.nɯa̯˦˥.klap̚˨˩.tua̯˧,1
กลัว,klua̯˧,1
กลัวดอกพิกุลจะร่วง,klua̯˧.dɔːk̚˨˩.pʰi˦˥.kun˧.t͡ɕa˨˩.rua̯ŋ˥˩,1
กลัวเหมือนหนูกลัวแมว,klua̯˧.mɯa̯n˩˩˦.nuː˩˩˦.klua̯˧.mɛːw˧,1
กลั่น,klan˨˩,1
กลั่นกรอง,klan˨˩.krɔːŋ˧,1
กลั่นแกล้ง,klan˨˩.klɛːŋ˥˩,1
กลั้น,klan˥˩,1
กลั้ว,klua̯˥˩,1
กลาก,klaːk̚˨˩,1
กลาง,klaːŋ˧,1
กลางคัน,klaːŋ˧.kʰan˧,1
กลางคืน,klaːŋ˧.kʰɯːn˧,1
กลางวัน,klaːŋ˧.wan˧,1
กลางแจ้ง,klaːŋ˧.t͡ɕɛːŋ˥˩,1
กลาบาต,ka˨˩.laː˧.baːt̚˨˩,1
กลาย,klaːj˧,1
กลายพันธุ์,klaːj˧.pʰan˧,1
กลาสโกว์,klaːs˦˥.koː˧,1
กลาโหม,ka˨˩.laː˧.hoːm˩˩˦,2
กลาโหม,ka˧.laː˧.hoːm˩˩˦,2
กลิ่น,klin˨˩,1
กลิ่นตัว,klin˨˩.tua̯˧,1
กลิ่นหอม,klin˨˩.hɔːm˩˩˦,1
กลิ้ง,kliŋ˥˩,1
กลิ้งกลอก,kliŋ˥˩.klɔːk̚˨˩,1
กลิ้งเกลือก,kliŋ˥˩.klɯa̯k̚˨˩,1
กลีบ,kliːp̚˨˩,1
กลีบดอก,kliːp̚˨˩.dɔːk̚˨˩,1
กลีบดอกไม้,kliːp̚˨˩.dɔːk̚˨˩.maːj˦˥,1
กลีบหิน,kliːp̚˨˩.hin˩˩˦,1
กลึง,klɯŋ˧,1
กลืน,klɯːn˧,1
กลืนน้ำลายตัวเอง,klɯːn˧.nam˦˥.laːj˧.tua̯˧.ʔeːŋ˧,1
กลืนไม่เข้าคายไม่ออก,klɯːn˧.maj˥˩.kʰaw˥˩.kʰaːj˧.maj˥˩.ʔɔːk̚˨˩,1
กลุ่ม,klum˨˩,1
กลุ่มกระจุกดาราจักร,klum˨˩.kra˨˩.t͡ɕuk̚˨˩.daː˧.raː˧.t͡ɕak̚˨˩,1
กลุ่มชาติพันธุ์,klum˨˩.t͡ɕʰaːt̚˥˩.ti˨˩.pʰan˧,1
กลุ่มดาว,klum˨˩.daːw˧,1
กลุ่มดาวหมีเล็ก,klum˨˩.daːw˧.miː˩˩˦.lek̚˦˥,1
กลุ่มดาวหมีใหญ่,klum˨˩.daːw˧.miː˩˩˦.jaj˨˩,1
กลุ่มอาการ,klum˨˩.ʔaː˧.kaːn˧,1
กลุ้ม,klum˥˩,1
กลูโคส,kluː˧.kʰoːt̚˦˥,1
กลเม็ด,kon˧.la˦˥.met̚˦˥,1
กลไก,kon˧.kaj˧,1
กล่อง,klɔŋ˨˩,1
กล่องดนตรี,klɔŋ˨˩.don˧.triː˧,1
กล่องดวงใจ,klɔŋ˨˩.dua̯ŋ˧.t͡ɕaj˧,1
กล่องดินสอ,klɔːŋ˨˩.din˧.sɔː˩˩˦,1
กล่องเสียง,klɔŋ˨˩.sia̯ŋ˩˩˦,1
กล่อม,klɔm˨˩,1
กล่าว,klaːw˨˩,1
กล่าวคือ,klaːw˨˩.kʰɯː˧,1
กล่าวหา,klaːw˨˩.haː˩˩˦,1
กล้วย,klua̯j˥˩,1
กล้วยไม้,klua̯j˥˩.maːj˦˥,1
กล้อง,klɔŋ˥˩,1
กล้องจุลทรรศน์,klɔŋ˥˩.t͡ɕun˧.la˦˥.tʰat̚˦˥,1
กล้องจุลทรรศน์อิเล็กตรอน,klɔŋ˥˩.t͡ɕun˧.la˦˥.tʰat̚˦˥.ʔi˨˩.lek̚˦˥.trɔn˧,1
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องกราด,klɔŋ˥˩.t͡ɕun˧.la˦˥.tʰat̚˦˥.ʔi˨˩.lek̚˦˥.trɔn˧.t͡ɕʰa˦˥.nit̚˦˥.sɔŋ˨˩.kraːt̚˨˩,1
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องผ่าน,klɔŋ˥˩.t͡ɕun˧.la˦˥.tʰat̚˦˥.ʔi˨˩.lek̚˦˥.trɔn˧.t͡ɕʰa˦˥.nit̚˦˥.sɔŋ˨˩.pʰaːn˨˩,1
กล้องดูดาว,klɔŋ˥˩.duː˧.daːw˧,1
กล้องถ่ายภาพ,klɔŋ˥˩.tʰaːj˨˩.pʰaːp̚˥˩,1
กล้องถ่ายรูป,klɔŋ˥˩.tʰaːj˨˩.ruːp̚˥˩,1
กล้องถ่ายวิดีโอ,klɔŋ˥˩.tʰaːj˨˩.wi˦˥.diː˧.ʔoː˧,1
กล้องยาสูบ,klɔŋ˥˩.jaː˧.suːp̚˨˩,1
กล้องยาเส้น,klɔŋ˥˩.jaː˧.sen˥˩,1
กล้องวงจรปิด,klɔŋ˥˩.woŋ˧.t͡ɕɔːn˧.pit̚˨˩,1
กล้องวิดีโอ,klɔŋ˥˩.wi˦˥.diː˧.ʔoː˧,1
กล้องสนาม,klɔŋ˥˩.sa˨˩.naːm˩˩˦,1
กล้องสองตา,klɔŋ˥˩.sɔːŋ˩˩˦.taː˧,1
กล้องโทรทรรศน์,klɔŋ˥˩.tʰoː˧.ra˦˥.tʰat̚˦˥,1
กล้า,klaː˥˩,1
กล้าม,klaːm˥˩,1
กล้ามเนื้อ,klaːm˥˩.nɯa̯˦˥,1
กล้ามเนื้อหัวใจ,klaːm˥˩.nɯa̯˦˥.hua̯˩˩˦.t͡ɕaj˧,1
กล้ามเนื้อเรียบ,klaːm˥˩.nɯa̯˦˥.ria̯p̚˥˩,1
กล้ามเนื้อโครงร่าง,klaːm˥˩.nɯa̯˦˥.kʰroːŋ˧.raːŋ˥˩,1
กล้าย,klaːj˥˩,1
กล้าหาญ,klaː˥˩.haːn˩˩˦,1
กล้ำกลืน,klam˥˩.klɯːn˧,1
กวด,kua̯t̚˨˩,1
กวน,kua̯n˧,1
กวม,kua̯m˧,1
กวยจั๊บ,kua̯j˧.t͡ɕap̚˦˥,1
กวยจี๊,kua̯j˧.t͡ɕiː˦˥,1
กวัก,kwak̚˨˩,1
กวัด,kwat̚˨˩,1
กวา,kwaː˧,1
กวาง,kwaːŋ˧,1
กวางตุ้ง,kwaːŋ˧.tuŋ˥˩,1
กวางผา,kwaːŋ˧.pʰaː˩˩˦,1
กวางมูส,kwaːŋ˧.muːs˦˥,1
กวาด,kwaːt̚˨˩,1
กวาดต้อน,kwaːt̚˨˩.tɔːn˥˩,1
กวาดล้าง,kwaːt̚˨˩.laːŋ˦˥,1
กวี,ka˨˩.wiː˧,1
กวีนิพนธ์,ka˨˩.wiː˧.ni˦˥.pʰon˧,1
กว่า,kwaː˨˩,1
กว้าง,kwaːŋ˥˩,1
กว้างใหญ่,kwaːŋ˥˩.jaj˨˩,1
กว้าน,kwaːn˥˩,1
กษัตร,ka˨˩.sat̚˨˩,2
กษัตร,ka˨˩.sat̚˨˩.tra˨˩.,2
กษัตรา,kra˨˩.sat̚˨˩.traː˧,1
กษัตริย์,ka˨˩.sat̚˨˩,1
กษัตรี,ka˨˩.sat̚˨˩.triː˧,1
กษัตรีย์,ka˨˩.sat̚˨˩.triː˧,1
กษาปณ์,ka˨˩.saːp̚˨˩,1
กษีร,ka˨˩.siː˩˩˦.ra˦˥.,1
กษีรสาคาร,ka˨˩.siː˩˩˦.ra˦˥.saː˩˩˦.kʰaːn˧,1
กษีระ,ka˨˩.siː˩˩˦.raʔ˦˥,1
กษีรามพุ,ka˨˩.siː˩˩˦.raːm˧.pʰuʔ˦˥,1
กษีรารณพ,ka˨˩.siː˩˩˦.raː˧.ra˦˥.nop̚˦˥,1
กส,kɔː˧.sɔː˩˩˦,1
กสิ,ka˨˩.siʔ˨˩,1
กสิกร,ka˨˩.si˨˩.kɔːn˧,1
กสิกรรม,ka˨˩.si˨˩.kam˧,1
กอ,kɔː˧,1
กอก,kɔːk̚˨˩,1
กอง,kɔːŋ˧,1
กองกลาง,kɔːŋ˧.klaːŋ˧,1
กองกำลัง,kɔːŋ˧.kam˧.laŋ˧,1
กองดับเพลิง,kɔːŋ˧.dap̚˨˩.pʰlɤːŋ˧,1
กองทัพ,kɔːŋ˧.tʰap̚˦˥,1
กองทัพบก,kɔːŋ˧.tʰap̚˦˥.bok̚˨˩,1
กองทัพมด,kɔːŋ˧.tʰap̚˦˥.mot̚˦˥,1
กองทัพอากาศ,kɔːŋ˧.tʰap̚˦˥.ʔaː˧.kaːt̚˨˩,1
กองทัพเดินด้วยท้อง,kɔːŋ˧.tʰap̚˦˥.dɤːn˧.dua̯j˥˩.tʰɔːŋ˦˥,1
กองทัพเรือ,kɔːŋ˧.tʰap̚˦˥.rɯa̯˧,1
กองทุน,kɔːŋ˧.tʰun˧,1
กองบัญชาการ,kɔːŋ˧.ban˧.t͡ɕʰaː˧.kaːn˧,1
กองพล,kɔːŋ˧.pʰon˧,1
กองพัน,kɔːŋ˧.pʰan˧,1
กองมรดก,kɔːŋ˧.mɔː˧.ra˦˥.dok̚˨˩,1
กองร้อย,kɔːŋ˧.rɔːj˦˥,1
กองหนุน,kɔːŋ˧.nun˩˩˦,1
กองเรือ,kɔːŋ˧.rɯa̯˧,1
กองไฟ,kɔːŋ˧.faj˧,1
กอฎี,kɔː˧.diː˧,1
กอด,kɔːt̚˨˩,1
กอดอก,kɔːt̚˨˩.ʔok̚˨˩,1
กอดเก้าอี้,kɔːt̚˨˩.kaw˥˩.ʔiː˥˩,1
กอนเซปซิออน,kɔːn˧.seːp̚˥˩.si˦˥.ʔɔːn˧,1
กอบ,kɔːp̚˨˩,1
กอปร,kɔːp̚˨˩,1
กอริลลา,kɔː˧.rin˧.laː˥˩,2
กอริลลา,kɔː˧.ril˧.laː˥˩,2
กอลลัม,kɔn˧.lam˥˩,2
กอลลัม,kɔl˧.lam˥˩,2
กอล์ฟ,kɔːp̚˦˥,4
กอล์ฟ,kɔp̚˦˥,4
กอล์ฟ,kɔːf˦˥,4
กอล์ฟ,kɔf˦˥,4
กะ,kaʔ˨˩,1
กะจั๊ว,ka˨˩.t͡ɕua̯˦˥,1
กะตือรือร้น,ka˨˩.tɯː˧.rɯː˧.ron˦˥,1
กะตือรือล้น,ka˨˩.tɯː˧.rɯː˧.lon˦˥,1
กะทง,ka˨˩.tʰoŋ˧,1
กะทะ,ka˨˩.tʰaʔ˦˥,1
กะทัดรัด,ka˨˩.tʰat̚˦˥.rat̚˦˥,1
กะทันหัน,ka˨˩.tʰan˧.han˩˩˦,1
กะทิ,ka˨˩.tʰiʔ˦˥,1
กะทู้,ka˨˩.tʰuː˦˥,1
กะท่าง,ka˨˩.tʰaːŋ˥˩,1
กะบัง,ka˨˩.baŋ˧,1
กะบังลม,ka˨˩.baŋ˧.lom˧,1
กะปิ,ka˨˩.piʔ˨˩,1
กะปูด,ka˨˩.puːt̚˨˩,1
กะพง,ka˨˩.pʰoŋ˧,1
กะพงสวาย,ka˨˩.pʰoŋ˧.sa˨˩.waːj˩˩˦,1
กะพริบ,ka˨˩.pʰrip̚˦˥,1
กะพรุน,ka˨˩.pʰrun˧,1
กะรัง,ka˨˩.raŋ˧,1
กะรุน,ka˨˩.run˧,1
กะลอจี๊,ka˨˩.lɔː˧.t͡ɕiː˦˥,1
กะละปังหา,ka˨˩.la˦˥.paŋ˧.haː˩˩˦,1
กะละมัง,ka˨˩.la˦˥.maŋ˧,1
กะละแม,ka˨˩.la˦˥.mɛː˧,1
กะลา,ka˨˩.laː˧,1
กะลาธิปไตย,ka˨˩.laː˧.tʰi˦˥.pa˨˩.taj˧,1
กะลาสี,ka˨˩.laː˧.siː˩˩˦,1
กะลาแลนด์,ka˨˩.laː˧.lɛːn˧,1
กะลาโหม,ka˨˩.laː˧.hoːm˩˩˦,1
กะหรี่,ka˨˩.riː˨˩,1
กะหรี่ปั๊บ,ka˨˩.riː˨˩.pap̚˦˥,1
กะหล่ำ,ka˨˩.lam˨˩,1
กะหล่ำดอก,ka˨˩.lam˨˩.dɔːk̚˨˩,1
กะหล่ำดาว,ka˨˩.lam˨˩.daːw˧,1
กะหล่ำปลี,ka˨˩.lam˨˩.pliː˧,1
กะเทย,ka˨˩.tʰɤːj˧,1
กะเทาะ,ka˨˩.tʰɔʔ˦˥,1
กะเผลก,ka˨˩.pʰleːk̚˨˩,1
กะเพรา,ka˨˩.pʰraw˧,1
กะเม็ง,ka˨˩.meŋ˧,1
กะเรียน,ka˨˩.ria̯n˧,1
กะเหรี่ยง,ka˨˩.ria̯ŋ˨˩,1
กะเอว,ka˨˩.ʔeːw˧,1
กะโถน,ka˨˩.tʰoːn˩˩˦,1
กะโหลก,ka˨˩.loːk̚˨˩,1
กะโหลกกะลา,ka˨˩.loːk̚˨˩.ka˨˩.laː˧,1
กะได,ka˨˩.daj˧,1
กัก,kak̚˨˩,1
กักกัน,kak̚˨˩.kan˧,1
กักขฬะ,kak̚˨˩.kʰa˨˩.laʔ˨˩,1
กักขัง,kak̚˨˩.kʰaŋ˩˩˦,1
กักตัว,kak̚˨˩.tua̯˧,1
กัง,kaŋ˧,1
กังฉิน,kaŋ˧.t͡ɕʰin˩˩˦,1
กังฟู,kaŋ˧.fuː˧,1
กังวล,kaŋ˧.won˧,1
กังวาน,kaŋ˧.waːn˧,1
กังหัน,kaŋ˧.han˩˩˦,1
กังหันน้ำ,kaŋ˧.han˩˩˦.naːm˦˥,1
กังหันลม,kaŋ˧.han˩˩˦.lom˧,1
กังหันไอน้ำ,kaŋ˧.han˩˩˦.ʔaj˧.naːm˦˥,1
กังไส,kaŋ˧.saj˩˩˦,1
กัญชา,kan˧.t͡ɕʰaː˧,1
กัณฑ์,kan˧,1
กัด,kat̚˨˩,1
กัดกร่อน,kat̚˨˩.krɔn˨˩,1
กัน,kan˧,1
กันกระสุน,kan˧.kra˨˩.sun˩˩˦,1
กันชน,kan˧.t͡ɕʰon˧,1
กันดาร,kan˧.daːn˧,3
กันดาร,kan˧.daːn˧.,3
กันดาร,kan˧.daː˧.ra˦˥.,3
กันดารวิถี,kan˧.daː˧.ra˦˥.wi˦˥.tʰiː˩˩˦,2
กันดารวิถี,kan˧.daːn˧.wi˦˥.tʰiː˩˩˦,2
กันดาล,kan˧.daːn˧,1
กันตรึม,kan˧.trɯm˧,1
กันนฑะ,kan˧.na˦˥.tʰaʔ˦˥,1
กันฝน,kan˧.fon˩˩˦,1
กันยา,kan˧.jaː˧,1
กันยายน,kan˧.jaː˧.jon˧,1
กันย์,kan˧,1
กันสาด,kan˧.saːt̚˨˩,1
กันแดด,kan˧.dɛːt̚˨˩,1
กันและกัน,kan˧.lɛʔ˦˥.kan˧,1
กับ,kap̚˦˦˥,3
กับ,kap̚˦˦˥,3
กับ,kap̚˨˩,3
กับข้าว,kap̚˨˩.kʰaːw˥˩,1
กับดัก,kap̚˨˩.dak̚˨˩,1
กับระเบิด,kap̚˨˩.ra˦˥.bɤːt̚˨˩,1
กับแกล้ม,kap̚˨˩.klɛːm˥˩,1
กัมพูชา,kam˧.pʰuː˧.t͡ɕʰaː˧,1
กัมพูชาธิบดี,kam˧.pʰuː˧.t͡ɕʰaː˧.tʰi˦˥.bɔː˧.diː˧,2
กัมพูชาธิบดี,kam˧.pʰuː˧.t͡ɕʰaː˧.tʰip̚˦˥.bɔː˧.diː˧,2
กัมโพชา,kam˧.pʰoː˧.t͡ɕʰaː˧,1
กัมโพชาธิบดี,kam˧.pʰoː˧.t͡ɕʰaː˧.tʰi˦˥.bɔː˧.diː˧,2
กัมโพชาธิบดี,kam˧.pʰoː˧.t͡ɕʰaː˧.tʰip̚˦˥.bɔː˧.diː˧,2
กัลบก,kan˧.la˦˥.bok̚˨˩,1
กัลปพฤกษ์,kan˧.la˦˥.pa˨˩.pʰrɯk̚˦˥,1
กัลปังหา,kan˧.la˦˥.paŋ˧.haː˩˩˦,1
กัลปาวสาน,kan˧.la˦˥.paː˧.wa˦˥.saːn˩˩˦,1
กัลยาณี,kan˧.la˦˥.jaː˧.niː˧,1
กัว,kua̯˧,1
กัวลาลัมเปอร์,kua̯˧.laː˧.lam˧.pɤː˧,1
กัวเดอลุป,kua̯˧.dɤː˧.luːp̚˥˩,1
กัวเตมาลา,kua̯˧.teː˧.maː˧.laː˧,1
กัศมีร์,kat̚˨˩.sa˨˩.miː˩˩˦,1
กัสสป,kat̚˨˩.sa˨˩.paʔ˨˩,1
กัสสปะ,kat̚˨˩.sa˨˩.paʔ˨˩,1
กั่น,kan˨˩,1
กั้ง,kaŋ˥˩,1
กั้น,kan˥˩,1
กั้นหยั่น,kan˥˩.jan˨˩,1
กา,kaː˧,1
กาก,kaːk̚˨˩,2
กาก,kaː˧.ka˨˩.,2
กากกะรุน,kaːk̚˨˩.ka˨˩.run˧,1
กากน้ำตาล,kaːk̚˨˩.naːm˦˥.taːn˧,1
กากบาท,kaː˧.ka˨˩.baːt̚˨˩,1
กากรุน,kaːk̚˨˩.run˧,1
กากาแฟ,kaː˧.kaː˧.fɛː˧,1
กากี,kaː˧.kiː˧,1
กากี่นั้ง,kaː˧.kiː˨˩.naŋ˦˥,1
กากเพชร,kaːk̚˨˩.pʰet̚˦˥,1
กาง,kaːŋ˧,1
กางเกง,kaːŋ˧.keːŋ˧,1
กางเกงขาสั้น,kaːŋ˧.keːŋ˧.kʰaː˩˩˦.san˥˩,1
กางเกงใน,kaːŋ˧.keːŋ˧.naj˧,1
กางเขน,kaːŋ˧.kʰeːn˩˩˦,1
กาชาด,kaː˧.t͡ɕʰaːt̚˥˩,1
กาซ่า,kaː˧.saː˥˩,1
กาญจน,kaːn˧.t͡ɕa˨˩.na˦˥.,1
กาญจนบุรี,kaːn˧.t͡ɕa˨˩.na˦˥.bu˨˩.riː˧,2
กาญจนบุรี,kaːn˧.bu˨˩.riː˧,2
กาญจนา,kaːn˧.t͡ɕa˨˩.naː˧.,1
กาญจนาภิเษก,kaːn˧.t͡ɕa˨˩.naː˧.pʰi˦˥.seːk̚˨˩,1
กาฐมาณฑุ,kaːt̚˨˩.maːn˧.duʔ˨˩,1
กาด,kaːt̚˨˩,1
กาตาร์,kaː˧.taː˥˩,1
กาตาลุญญา,kaː˧.taː˧.lun˧.jaː˥˩,1
กานต์,kaːn˧,1
กานท์,kaːn˧,1
กานพลู,kaːn˧.pʰluː˧,1
กานา,kaː˧.naː˥˩,1
กาน้ำ,kaː˧.naːm˦˥,1
กาบ,kaːp̚˨˩,1
กาบหอยแครง,kaːp̚˨˩.hɔj˩˩˦.kʰrɛːŋ˧,1
กาบอง,kaː˧.bɔŋ˧,1
กาบูเวร์ดี,kaː˧.buː˧.weː˧.diː˧,1
กาฝาก,kaː˧.faːk̚˨˩,1
กาพย์,kaːp̚˨˩,1
กาม,kaːm˧,1
กามโรค,kaːm˧.ma˦˥.roːk̚˥˩,1
กาย,kaːj˧,2
กาย,kaːj˧.ja˦˥.,2
กายกรรม,kaːj˧.ja˦˥.kam˧,1
กายภาพ,kaːj˧.ja˦˥.pʰaːp̚˥˩,1
กายวิภาคศาสตร์,kaːj˧.ja˦˥.wi˦˥.pʰaːk̚˥˩.kʰa˦˥.saːt̚˨˩,2
กายวิภาคศาสตร์,kaːj˧.wi˦˥.pʰaːk̚˥˩.kʰa˦˥.saːt̚˨˩,2
กายสิทธิ์,kaːj˧.ja˦˥.sit̚˨˩,1
กายอานา,kaːj˧.ʔaː˧.naː˥˩,1
การ,kaːn˧,1
การก,kaː˧.rok̚˦˥,1
การกด,kaːn˧.kot̚˨˩,1
การกบฏ,kaːn˧.ka˨˩.bot̚˨˩,1
การกรรโชก,kaːn˧.kan˧.t͡ɕʰoːk̚˥˩,1
การกรอก,kaːn˧.krɔːk̚˨˩,1
การกรอง,kaːn˧.krɔːŋ˧,1
การกระจัด,kaːn˧.kra˨˩.t͡ɕat̚˨˩,1
การกระทำ,kaːn˧.kra˨˩.tʰam˧,1
การกระทืบ,kaːn˧.kra˨˩.tʰɯːp̚˥˩,1
การกระพริบ,kaːn˧.kra˨˩.pʰrip̚˦˥,1
การกระโชก,kaːn˧.kra˨˩.t͡ɕʰoːk̚˥˩,1
การกราบ,kaːn˧.kraːp̚˨˩,1
การกลัวดอกพิกุลจะร่วง,kaːn˧.klua̯˧.dɔːk̚˨˩.pʰi˦˥.kun˧.t͡ɕa˨˩.rua̯ŋ˥˩,1
การกลายพันธุ์,kaːn˧.klaːj˧.pʰan˧,1
การกลืน,kaːn˧.klɯːn˧,1
การกอด,kaːn˧.kɔːt̚˨˩,1
การกะ,kaːn˧.kaʔ˨˩,1
การกะพริบ,kaːn˧.ka˨˩.pʰrip̚˦˥,1
การกักกัน,kaːn˧.kak̚˨˩.kan˧,1
การกักตัว,kaːn˧.kak̚˨˩.tua̯˧,1
การกัด,kaːn˧.kat̚˨˩,1
การกัดกร่อน,kaːn˧.kat̚˨˩.krɔn˨˩,1
การกำกับ,kaːn˧.kam˧.kap̚˨˩,1
การกำราบ,kaːn˧.kam˧.raːp̚˨˩,1
การกำหนด,kaːn˧.kam˧.not̚˨˩,1
การกิน,kaːn˧.kin˧,1
การกินเด็ก,kaːn˧.kin˧.dek̚˨˩,1
การกินใจ,kaːn˧.kin˧.t͡ɕaj˧,1
การกีดขวาง,kaːn˧.kiːt̚˨˩.kʰwaːŋ˩˩˦,1
การก่อการร้าย,kaːn˧.kɔː˨˩.kaːn˧.raːj˦˥,1
การก่อสร้าง,kaːn˧.kɔː˨˩.saːŋ˥˩,1
การขนส่ง,kaːn˧.kʰon˩˩˦.soŋ˨˩,1
การขนส่งสาธารณะ,kaːn˧.kʰon˩˩˦.soŋ˨˩.saː˩˩˦.tʰaː˧.ra˦˥.naʔ˦˥,1
การขอ,kaːn˧.kʰɔː˩˩˦,1
การขอทาน,kaːn˧.kʰɔː˩˩˦.tʰaːn˧,1
การขัดกันของผลประโยชน์,kaːn˧.kʰat̚˨˩.kan˧.kʰɔːŋ˩˩˦.pʰon˩˩˦.pra˨˩.joːt̚˨˩,1
การขัดกันด้วยอาวุธ,kaːn˧.kʰat̚˨˩.kan˧.dua̯j˥˩.ʔaː˧.wut̚˦˥,1
การขัดกันแห่งผลประโยชน์,kaːn˧.kʰat̚˨˩.kan˧.hɛŋ˨˩.pʰon˩˩˦.pra˨˩.joːt̚˨˩,1
การขัดขวาง,kaːn˧.kʰat̚˨˩.kʰwaːŋ˩˩˦,1
การขัดแย้ง,kaːn˧.kʰat̚˨˩.jɛːŋ˦˥,1
การขัน,kaːn˧.kʰan˩˩˦,1
การขาย,kaːn˧.kʰaːj˩˩˦,1
การขำ,kaːn˧.kʰam˩˩˦,1
การขี้,kaːn˧.kʰiː˥˩,1
การขุด,kaːn˧.kʰut̚˨˩,1
การขโมย,kaːn˧.kʰa˨˩.moːj˧,1
การข่มขืน,kaːn˧.kʰom˨˩.kʰɯːn˩˩˦,1
การข่มขืนกระทำชำเรา,kaːn˧.t͡ɕʰom˥˩.kʰɯːn˩˩˦.kra˨˩.tʰam˧.t͡ɕʰam˧.raw˧,1
การข้าม,kaːn˧.kʰaːm˥˩,1
การคน,kaːn˧.kʰon˧,1
การครอบครอง,kaːn˧.kʰrɔːp̚˥˩.kʰrɔːŋ˧,1
การคร่า,kaːn˧.kʰraː˥˩,1
การคลอด,kaːn˧.kʰlɔːt̚˥˩,1
การคลาน,kaːn˧.kʰlaːn˧,1
การควง,kaːn˧.kʰua̯ŋ˧,1
การควบคุม,kaːn˧.kʰua̯p̚˥˩.kʰum˧,1
การควบแน่น,kaːn˧.kʰua̯p̚˥˩.nɛn˥˩,1
การควาน,kaːn˧.kʰwaːn˧,1
การคว่ำบาตร,kaːn˧.kʰwam˥˩.baːt̚˨˩,1
การคอมพิวเตอร์,kaːn˧.kʰɔm˧.pʰiw˧.tɤː˥˩,2
การคอมพิวเตอร์,kaːn˧.kʰɔm˧.pʰiw˦˥.tɤː˥˩,2
การคอย,kaːn˧.kʰɔːj˧,1
การคอร์รัปชัน,kaːn˧.kʰɔː˧.rap̚˦˥.t͡ɕʰan˥˩,1
การคัดเลือกโดยธรรมชาติ,kaːn˧.kʰat̚˦˥.lɯa̯k̚˥˩.doːj˧.tʰam˧.ma˦˥.t͡ɕʰaːt̚˥˩,1
การคำนวณ,kaːn˧.kʰam˧.nua̯n˧,1
การคืน,kaːn˧.kʰɯːn˧,1
การคุกคามทางเพศ,kaːn˧.kʰuk̚˦˥.kʰaːm˧.tʰaːŋ˧.pʰeːt̚˥˩,1
การคูณ,kaːn˧.kʰuːn˧,1
การค้น,kaːn˧.kʰon˦˥,1
การค้นพบ,kaːn˧.kʰon˦˥.pʰop̚˦˥,1
การค้นหา,kaːn˧.kʰon˦˥.haː˩˩˦,1
การค้า,kaːn˧.kʰaː˦˥,1
การค้าประเวณี,kaːn˧.kʰaː˦˥.pra˨˩.weː˧.niː˧,1
การค้ามนุษย์,kaːn˧.kʰaː˦˥.ma˦˥.nut̚˦˥,1
การค้าเสรี,kaːn˧.kʰaː˦˥.seː˩˩˦.riː˧,1
